date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-06-17,20000,2026-07-09,put,2102,1.4824,22,1.0
2026-06-17,22000,2026-07-09,put,339,1.3723,22,1.0
2026-06-17,24000,2026-07-09,put,180,1.3376,22,2.0
2026-06-17,25000,2026-07-09,put,2544,1.2882,22,2.0
2026-06-17,26000,2026-07-09,put,385,1.2408,22,2.0
2026-06-17,27000,2026-07-09,put,132,1.2337,22,3.0
2026-06-17,28000,2026-07-09,put,84,1.1884,22,3.0
2026-06-17,29000,2026-07-09,put,218,1.1448,22,3.0
2026-06-17,30000,2026-07-09,put,2077,1.1026,22,3.0
2026-06-17,31000,2026-07-09,put,217,1.0873,22,4.0
2026-06-17,32000,2026-07-09,put,647,1.0672,22,5.0
2026-06-17,33000,2026-07-09,put,300,1.0441,22,6.0
2026-06-17,34000,2026-07-09,put,106,1.019,22,7.0
2026-06-17,35000,2026-07-09,put,1542,0.9804,22,7.0
2026-06-17,35500,2026-07-09,put,100,0.9735,22,8.0
2026-06-17,35750,2026-07-09,put,1,0.9641,22,8.0
2026-06-17,36000,2026-07-09,put,155,0.9655,22,9.0
2026-06-17,36500,2026-07-09,put,106,0.9466,22,9.0
2026-06-17,36750,2026-07-09,put,3,0.9373,22,9.0
2026-06-17,37000,2026-07-09,put,68,0.9281,22,9.0
2026-06-17,37250,2026-07-09,put,1,0.9189,22,9.0
2026-06-17,37500,2026-07-09,put,105,0.9098,22,9.0
2026-06-17,38000,2026-07-09,put,156,0.9009,22,10.0
2026-06-17,38250,2026-07-09,put,2,0.8919,22,10.0
2026-06-17,38500,2026-07-09,put,232,0.8829,22,10.0
2026-06-17,39000,2026-07-09,put,647,0.8811,22,12.0
2026-06-17,39500,2026-07-09,put,60,0.8632,22,12.0
2026-06-17,39750,2026-07-09,put,4,0.8544,22,12.0
2026-06-17,40000,2026-07-09,put,2069,0.8526,22,13.0
2026-06-17,40250,2026-07-09,put,14,0.8438,22,13.0
2026-06-17,40500,2026-07-09,put,168,0.835,22,13.0
2026-06-17,40750,2026-07-09,put,11,0.8327,22,14.0
2026-06-17,41000,2026-07-09,put,66,0.8414,22,17.0
2026-06-17,41250,2026-07-09,put,57,0.8325,22,17.0
2026-06-17,41500,2026-07-09,put,215,0.8238,22,17.0
2026-06-17,41750,2026-07-09,put,11,0.815,22,17.0
2026-06-17,42000,2026-07-09,put,283,0.8114,22,18.0
2026-06-17,42250,2026-07-09,put,12,0.7977,22,17.0
2026-06-17,42500,2026-07-09,put,207,0.7891,22,17.0
2026-06-17,42750,2026-07-09,put,68,0.7855,22,18.0
2026-06-17,43000,2026-07-09,put,805,0.7862,22,20.0
2026-06-17,43250,2026-07-09,put,23,0.7776,22,20.0
2026-06-17,43500,2026-07-09,put,88,0.7691,22,20.0
2026-06-17,43750,2026-07-09,put,27,0.7648,22,21.0
2026-06-17,44000,2026-07-09,put,374,0.7682,22,24.0
2026-06-17,44250,2026-07-09,put,82,0.7596,22,24.0
2026-06-17,44500,2026-07-09,put,472,0.7511,22,24.0
2026-06-17,44750,2026-07-09,put,47,0.7462,22,25.0
2026-06-17,45000,2026-07-09,put,2213,0.7412,22,26.0
2026-06-17,45250,2026-07-09,put,26,0.7328,22,26.0
2026-06-17,45500,2026-07-09,put,225,0.7243,22,26.0
2026-06-17,45750,2026-07-09,put,17,0.7224,22,28.0
2026-06-17,46000,2026-07-09,put,780,0.726,22,32.0
2026-06-17,46250,2026-07-09,put,79,0.7175,22,32.0
2026-06-17,46500,2026-07-09,put,318,0.709,22,32.0
2026-06-17,46750,2026-07-09,put,4,0.7006,22,32.0
2026-06-17,47000,2026-07-09,put,1022,0.695,22,33.0
2026-06-17,47250,2026-07-09,put,47,0.6893,22,34.0
2026-06-17,47500,2026-07-09,put,189,0.6835,22,35.0
2026-06-17,47750,2026-07-09,put,63,0.6751,22,35.0
2026-06-17,48000,2026-07-09,put,3050,0.6809,22,41.0
2026-06-17,48250,2026-07-09,put,30,0.6725,22,41.0
2026-06-17,48500,2026-07-09,put,517,0.6641,22,41.0
2026-06-17,48750,2026-07-09,put,24,0.66,22,43.0
2026-06-17,49000,2026-07-09,put,305,0.6577,22,46.0
2026-06-17,49250,2026-07-09,put,41,0.6494,22,46.0
2026-06-17,49500,2026-07-09,put,421,0.6504,22,51.0
2026-06-17,49750,2026-07-09,put,17,0.6455,22,53.0
2026-06-17,50000,2026-07-09,put,3910,0.6388,22,54.0
2026-06-17,50250,2026-07-09,put,15,0.6321,22,55.0
2026-06-17,50500,2026-07-09,put,105,0.6286,22,58.0
2026-06-17,50750,2026-07-09,put,4,0.6233,22,60.0
2026-06-17,51000,2026-07-09,put,1265,0.6194,22,63.0
2026-06-17,51250,2026-07-09,put,3,0.6139,22,65.0
2026-06-17,51500,2026-07-09,put,809,0.6096,22,68.0
2026-06-17,51750,2026-07-09,put,8,0.6026,22,69.0
2026-06-17,52000,2026-07-09,put,1439,0.5955,22,70.0
2026-06-17,52250,2026-07-09,put,140,0.5947,22,76.0
2026-06-17,52500,2026-07-09,put,775,0.5887,22,78.0
2026-06-17,52750,2026-07-09,put,15,0.5826,22,80.0
2026-06-17,52875,2026-07-09,put,2,0.5807,22,82.0
2026-06-17,53000,2026-07-09,put,4192,0.5776,22,83.0
2026-06-17,53125,2026-07-09,put,4,0.5745,22,84.0
2026-06-17,53250,2026-07-09,put,408,0.5746,22,88.0
2026-06-17,53375,2026-07-09,put,163,0.5725,22,90.0
2026-06-17,53500,2026-07-09,put,136,0.5693,22,91.0
2026-06-17,53625,2026-07-09,put,4,0.5671,22,93.0
2026-06-17,53750,2026-07-09,put,18,0.5629,22,93.0
2026-06-17,53875,2026-07-09,put,108,0.5606,22,95.0
2026-06-17,54000,2026-07-09,put,849,0.5533,22,92.0
2026-06-17,54125,2026-07-09,put,8,0.555,22,98.0
2026-06-17,54250,2026-07-09,put,18,0.5517,22,99.0
2026-06-17,54375,2026-07-09,put,19,0.5512,22,103.0
2026-06-17,54500,2026-07-09,put,79,0.5479,22,104.0
2026-06-17,54625,2026-07-09,put,2,0.5472,22,108.0
2026-06-17,54750,2026-07-09,put,16,0.5447,22,110.0
2026-06-17,54875,2026-07-09,put,9,0.5421,22,112.0
2026-06-17,55000,2026-07-09,put,4101,0.5387,22,113.0
2026-06-17,55125,2026-07-09,put,10,0.5352,22,114.0
2026-06-17,55250,2026-07-09,put,6,0.5351,22,119.0
2026-06-17,55375,2026-07-09,put,10,0.5332,22,122.0
2026-06-17,55500,2026-07-09,put,486,0.524,22,116.0
2026-06-17,55625,2026-07-09,put,5,0.5213,22,118.0
2026-06-17,55750,2026-07-09,put,6,0.5178,22,119.0
2026-06-17,55875,2026-07-09,put,8,0.5143,22,120.0
2026-06-17,56000,2026-07-09,put,2297,0.5116,22,122.0
2026-06-17,56250,2026-07-09,put,90,0.5127,22,135.0
2026-06-17,56375,2026-07-09,put,746,0.5119,22,140.0
2026-06-17,56500,2026-07-09,put,398,0.5089,22,142.0
2026-06-17,56625,2026-07-09,put,76,0.5059,22,144.0
2026-06-17,56750,2026-07-09,put,27,0.5036,22,147.0
2026-06-17,56875,2026-07-09,put,13,0.5012,22,150.0
2026-06-17,57000,2026-07-09,put,2190,0.4968,22,150.0
2026-06-17,57125,2026-07-09,put,1,0.4969,22,157.0
2026-06-17,57250,2026-07-09,put,19,0.4957,22,162.0
2026-06-17,57375,2026-07-09,put,2,0.4931,22,165.0
2026-06-17,57500,2026-07-09,put,451,0.4905,22,168.0
2026-06-17,57625,2026-07-09,put,8,0.489,22,173.0
2026-06-17,57750,2026-07-09,put,14,0.4857,22,175.0
2026-06-17,57875,2026-07-09,put,57,0.4841,22,180.0
2026-06-17,58000,2026-07-09,put,2746,0.4813,22,183.0
2026-06-17,58125,2026-07-09,put,6,0.4796,22,188.0
2026-06-17,58250,2026-07-09,put,15,0.4778,22,193.0
2026-06-17,58375,2026-07-09,put,11,0.4754,22,197.0
2026-06-17,58500,2026-07-09,put,758,0.473,22,201.0
2026-06-17,58625,2026-07-09,put,5,0.4715,22,207.0
2026-06-17,58750,2026-07-09,put,33,0.4709,22,215.0
2026-06-17,58875,2026-07-09,put,20,0.4673,22,217.0
2026-06-17,59000,2026-07-09,put,1332,0.4647,22,221.0
2026-06-17,59125,2026-07-09,put,3,0.4634,22,228.0
2026-06-17,59250,2026-07-09,put,6,0.4625,22,236.0
2026-06-17,59375,2026-07-09,put,3,0.4583,22,237.0
2026-06-17,59500,2026-07-09,put,1581,0.4568,22,244.0
2026-06-17,59625,2026-07-09,put,6,0.4535,22,247.0
2026-06-17,59750,2026-07-09,put,8,0.4527,22,256.0
2026-06-17,59875,2026-07-09,put,14,0.4506,22,262.0
2026-06-17,60000,2026-07-09,put,3302,0.445,22,260.0
2026-06-17,60125,2026-07-09,put,11,0.4465,22,275.0
2026-06-17,60250,2026-07-09,put,298,0.4442,22,281.0
2026-06-17,60375,2026-07-09,put,3,0.4414,22,286.0
2026-06-17,60500,2026-07-09,put,1442,0.4413,22,298.0
2026-06-17,60625,2026-07-09,put,103,0.4391,22,305.0
2026-06-17,60750,2026-07-09,put,37,0.4362,22,310.0
2026-06-17,60875,2026-07-09,put,105,0.435,22,320.0
2026-06-17,61000,2026-07-09,put,1053,0.4283,22,315.0
2026-06-17,61250,2026-07-09,put,226,0.4291,22,345.0
2026-06-17,61375,2026-07-09,put,2,0.4276,22,355.0
2026-06-17,61500,2026-07-09,put,1378,0.4243,22,360.0
2026-06-17,61625,2026-07-09,put,1,0.4226,22,370.0
2026-06-17,61750,2026-07-09,put,7,0.4209,22,380.0
2026-06-17,61875,2026-07-09,put,5,0.419,22,390.0
2026-06-17,62000,2026-07-09,put,2327,0.414,22,390.0
2026-06-17,62125,2026-07-09,put,41,0.4166,22,415.0
2026-06-17,62250,2026-07-09,put,162,0.416,22,430.0
2026-06-17,62375,2026-07-09,put,261,0.4152,22,445.0
2026-06-17,62500,2026-07-09,put,407,0.4129,22,455.0
2026-06-17,62625,2026-07-09,put,31,0.4133,22,475.0
2026-06-17,62750,2026-07-09,put,12,0.4094,22,480.0
2026-06-17,62875,2026-07-09,put,5165000,0.4096,22,500.0
2026-06-17,63000,2026-07-09,put,1414,0.4056,22,505.0
2026-06-17,63250,2026-07-09,put,3,0.4028,22,535.0
2026-06-17,63375,2026-07-09,put,51,0.4012,22,550.0
2026-06-17,63500,2026-07-09,put,300,0.3995,22,565.0
2026-06-17,63625,2026-07-09,put,13,0.3977,22,580.0
2026-06-17,63750,2026-07-09,put,9,0.397,22,600.0
2026-06-17,63875,2026-07-09,put,50,0.395,22,615.0
2026-06-17,64000,2026-07-09,put,1286,0.3941,22,635.0
2026-06-17,64125,2026-07-09,put,3940000,0.3919,22,650.0
2026-06-17,64250,2026-07-09,put,1,0.3908,22,670.0
2026-06-17,64375,2026-07-09,put,34,0.3884,22,685.0
2026-06-17,64500,2026-07-09,put,1011,0.3882,22,710.0
2026-06-17,64625,2026-07-09,put,192,0.3867,22,730.0
2026-06-17,64750,2026-07-09,put,11,0.3851,22,750.0
2026-06-17,64875,2026-07-09,put,11,0.3834,22,770.0
2026-06-17,65000,2026-07-09,put,2099,0.3764,22,765.0
2026-06-17,65125,2026-07-09,put,17,0.3806,22,815.0
2026-06-17,65250,2026-07-09,put,35,0.3796,22,840.0
2026-06-17,65375,2026-07-09,put,2480000,0.3785,22,865.0
2026-06-17,65500,2026-07-09,put,335,0.3762,22,885.0
2026-06-17,65625,2026-07-09,put,1,0.3758,22,915.0
2026-06-17,65750,2026-07-09,put,6,0.3742,22,940.0
2026-06-17,66000,2026-07-09,put,483,0.3672,22,970.0
2026-06-17,66250,2026-07-09,put,16,0.3661,22,1035.0
2026-06-17,66500,2026-07-09,put,1126,0.3574,22,1060.0
2026-06-17,66625,2026-07-09,put,2345000,0.3656,22,1145.0
2026-06-17,66750,2026-07-09,put,8,0.3614,22,1160.0
2026-06-17,66875,2026-07-09,put,51,0.3631,22,1210.0
2026-06-17,67000,2026-07-09,put,257,0.3545,22,1200.0
2026-06-17,67125,2026-07-09,put,13,0.3576,22,1260.0
2026-06-17,67250,2026-07-09,put,3,0.358,22,1305.0
2026-06-17,67375,2026-07-09,put,1375000,0.359,22,1355.0
2026-06-17,67500,2026-07-09,put,51,0.355,22,1375.0
2026-06-17,67625,2026-07-09,put,1,0.3533,22,1410.0
2026-06-17,67750,2026-07-09,put,19,0.3539,22,1460.0
2026-06-17,67875,2026-07-09,put,2,0.3559,22,1520.0
2026-06-17,68000,2026-07-09,put,176,0.3522,22,1545.0
2026-06-17,68250,2026-07-09,put,37,0.3507,22,1635.0
2026-06-17,68375,2026-07-09,put,10,0.3528,22,1700.0
2026-06-17,68500,2026-07-09,put,174,0.3493,22,1730.0
2026-06-17,68625,2026-07-09,put,1815000,0.3511,22,1795.0
2026-06-17,68750,2026-07-09,put,146,0.3497,22,1840.0
2026-06-17,68875,2026-07-09,put,17,0.3384,22,1820.0
2026-06-17,69000,2026-07-09,put,194,0.3464,22,1930.0
2026-06-17,69125,2026-07-09,put,2,0.3379,22,1930.0
2026-06-17,69250,2026-07-09,put,112,0.3366,22,1980.0
2026-06-17,69375,2026-07-09,put,8,0.3367,22,2040.0
2026-06-17,69500,2026-07-09,put,273,0.3352,22,2090.0
2026-06-17,69625,2026-07-09,put,24,0.3481,22,2240.0
2026-06-17,69750,2026-07-09,put,73,0.3353,22,2215.0
2026-06-17,69875,2026-07-09,put,24,0.3479,22,2365.0
2026-06-17,70000,2026-07-09,put,201,0.3545,22,2475.0
2026-06-17,71000,2026-07-09,put,2,0.3514,22,3010.0
2026-06-17,71125,2026-07-09,put,12640000,0.3516,22,3085.0
2026-06-17,71375,2026-07-09,put,13260000,0.3544,22,3255.0
2026-06-17,71500,2026-07-09,put,5,0.3534,22,3325.0
2026-06-17,74000,2026-07-09,put,6,0.3866,22,5245.0
2026-06-17,75000,2026-07-09,put,2,0.3998,22,6080.0
2026-06-17,20000,2026-08-13,put,235,1.0224,57,4.0
2026-06-17,22000,2026-08-13,put,11,0.9933,57,7.0
2026-06-17,24000,2026-08-13,put,22,0.9425,57,9.0
2026-06-17,25000,2026-08-13,put,4225,0.9253,57,11.0
2026-06-17,26000,2026-08-13,put,3,0.8991,57,12.0
2026-06-17,27000,2026-08-13,put,1,0.8732,57,13.0
2026-06-17,28000,2026-08-13,put,32,0.8536,57,15.0
2026-06-17,30000,2026-08-13,put,2415,0.8168,57,20.0
2026-06-17,31000,2026-08-13,put,2,0.799,57,23.0
2026-06-17,32000,2026-08-13,put,16,0.7769,57,25.0
2026-06-17,33000,2026-08-13,put,1,0.761,57,29.0
2026-06-17,34000,2026-08-13,put,2,0.7466,57,34.0
2026-06-17,35000,2026-08-13,put,262,0.7285,57,38.0
2026-06-17,36000,2026-08-13,put,50,0.7119,57,43.0
2026-06-17,37000,2026-08-13,put,33,0.6945,57,48.0
2026-06-17,37500,2026-08-13,put,50,0.6847,57,50.0
2026-06-17,38000,2026-08-13,put,1505,0.6798,57,55.0
2026-06-17,38500,2026-08-13,put,51,0.6712,57,58.0
2026-06-17,39000,2026-08-13,put,108,0.6611,57,60.0
2026-06-17,39500,2026-08-13,put,1,0.6537,57,64.0
2026-06-17,40000,2026-08-13,put,956,0.65,57,71.0
2026-06-17,40250,2026-08-13,put,6,0.6434,57,71.0
2026-06-17,40500,2026-08-13,put,1,0.6394,57,73.0
2026-06-17,40750,2026-08-13,put,3,0.6354,57,75.0
2026-06-17,41000,2026-08-13,put,100,0.6313,57,77.0
2026-06-17,41250,2026-08-13,put,25,0.6283,57,80.0
2026-06-17,41750,2026-08-13,put,20,0.6199,57,84.0
2026-06-17,42000,2026-08-13,put,440,0.6177,57,88.0
2026-06-17,42250,2026-08-13,put,1,0.6123,57,89.0
2026-06-17,42500,2026-08-13,put,25,0.6089,57,92.0
2026-06-17,42750,2026-08-13,put,36,0.6045,57,94.0
2026-06-17,43000,2026-08-13,put,109,0.5991,57,95.0
2026-06-17,43250,2026-08-13,put,7,0.5975,57,100.0
2026-06-17,43500,2026-08-13,put,4,0.5929,57,102.0
2026-06-17,43750,2026-08-13,put,10,0.5893,57,105.0
2026-06-17,44000,2026-08-13,put,158,0.5838,57,106.0
2026-06-17,44500,2026-08-13,put,200,0.5787,57,115.0
2026-06-17,45000,2026-08-13,put,489,0.5708,57,121.0
2026-06-17,45250,2026-08-13,put,100,0.5675,57,125.0
2026-06-17,45500,2026-08-13,put,150,0.5649,57,130.0
2026-06-17,45750,2026-08-13,put,14,0.56,57,132.0
2026-06-17,46000,2026-08-13,put,307,0.5551,57,134.0
2026-06-17,46250,2026-08-13,put,13,0.5523,57,139.0
2026-06-17,46500,2026-08-13,put,22,0.5487,57,143.0
2026-06-17,46750,2026-08-13,put,39,0.5431,57,144.0
2026-06-17,47000,2026-08-13,put,254,0.5401,57,149.0
2026-06-17,47250,2026-08-13,put,20,0.5363,57,153.0
2026-06-17,47500,2026-08-13,put,150,0.5343,57,160.0
2026-06-17,47750,2026-08-13,put,26,0.5298,57,163.0
2026-06-17,48000,2026-08-13,put,251,0.527,57,169.0
2026-06-17,48250,2026-08-13,put,18,0.523,57,173.0
2026-06-17,48500,2026-08-13,put,211,0.5194,57,178.0
2026-06-17,48750,2026-08-13,put,41,0.5164,57,184.0
2026-06-17,49000,2026-08-13,put,293,0.5127,57,189.0
2026-06-17,49250,2026-08-13,put,22,0.5095,57,195.0
2026-06-17,49500,2026-08-13,put,350,0.5061,57,201.0
2026-06-17,49750,2026-08-13,put,20,0.5009,57,203.0
2026-06-17,50000,2026-08-13,put,2217,0.4984,57,211.0
2026-06-17,50250,2026-08-13,put,29,0.4957,57,219.0
2026-06-17,50500,2026-08-13,put,111,0.493,57,227.0
2026-06-17,50750,2026-08-13,put,559,0.4893,57,233.0
2026-06-17,51000,2026-08-13,put,440,0.4859,57,240.0
2026-06-17,51250,2026-08-13,put,15,0.4857,57,255.0
2026-06-17,51500,2026-08-13,put,200,0.4794,57,255.0
2026-06-17,51750,2026-08-13,put,25,0.4766,57,264.0
2026-06-17,52000,2026-08-13,put,427,0.4729,57,271.0
2026-06-17,52250,2026-08-13,put,6,0.4673,57,273.0
2026-06-17,52500,2026-08-13,put,300,0.4643,57,282.0
2026-06-17,52750,2026-08-13,put,4,0.4632,57,297.0
2026-06-17,53000,2026-08-13,put,797,0.4629,57,315.0
2026-06-17,53250,2026-08-13,put,10,0.4565,57,315.0
2026-06-17,53500,2026-08-13,put,217,0.4565,57,335.0
2026-06-17,53750,2026-08-13,put,82,0.4501,57,335.0
2026-06-17,54000,2026-08-13,put,56,0.4498,57,355.0
2026-06-17,54250,2026-08-13,put,20,0.4434,57,355.0
2026-06-17,54500,2026-08-13,put,113,0.4428,57,375.0
2026-06-17,55000,2026-08-13,put,779,0.4368,57,400.0
2026-06-17,55250,2026-08-13,put,8,0.4342,57,415.0
2026-06-17,55500,2026-08-13,put,220,0.4316,57,430.0
2026-06-17,56000,2026-08-13,put,1588,0.426,57,460.0
2026-06-17,56250,2026-08-13,put,20,0.4218,57,470.0
2026-06-17,56500,2026-08-13,put,34,0.4198,57,490.0
2026-06-17,56750,2026-08-13,put,21,0.4166,57,505.0
2026-06-17,56875,2026-08-13,put,6,0.4133,57,505.0
2026-06-17,57000,2026-08-13,put,128,0.4122,57,515.0
2026-06-17,57250,2026-08-13,put,15,0.4109,57,540.0
2026-06-17,57375,2026-08-13,put,44,0.4108,57,555.0
2026-06-17,57500,2026-08-13,put,412,0.4084,57,560.0
2026-06-17,57875,2026-08-13,put,1,0.4054,57,595.0
2026-06-17,58000,2026-08-13,put,725,0.404,57,605.0
2026-06-17,58250,2026-08-13,put,5,0.4001,57,620.0
2026-06-17,58375,2026-08-13,put,5,0.4005,57,640.0
2026-06-17,58500,2026-08-13,put,18,0.3971,57,640.0
2026-06-17,58875,2026-08-13,put,13,0.3951,57,685.0
2026-06-17,59000,2026-08-13,put,456,0.3934,57,695.0
2026-06-17,59125,2026-08-13,put,24,0.3926,57,710.0
2026-06-17,59500,2026-08-13,put,472,0.3873,57,740.0
2026-06-17,60000,2026-08-13,put,616,0.3823,57,795.0
2026-06-17,60125,2026-08-13,put,110,0.3828,57,820.0
2026-06-17,60250,2026-08-13,put,5,0.38,57,825.0
2026-06-17,60375,2026-08-13,put,1,0.3803,57,850.0
2026-06-17,60500,2026-08-13,put,5,0.3775,57,855.0
2026-06-17,60625,2026-08-13,put,105,0.3777,57,880.0
2026-06-17,60750,2026-08-13,put,5,0.3749,57,885.0
2026-06-17,60875,2026-08-13,put,5,0.3758,57,915.0
2026-06-17,61000,2026-08-13,put,203,0.3728,57,920.0
2026-06-17,61125,2026-08-13,put,5,0.3736,57,950.0
2026-06-17,61250,2026-08-13,put,5,0.375,57,985.0
2026-06-17,61375,2026-08-13,put,5,0.3719,57,990.0
2026-06-17,61500,2026-08-13,put,140,0.3689,57,995.0
2026-06-17,61625,2026-08-13,put,10,0.3708,57,1035.0
2026-06-17,61750,2026-08-13,put,5,0.3698,57,1055.0
2026-06-17,61875,2026-08-13,put,44,0.3688,57,1075.0
2026-06-17,62000,2026-08-13,put,708,0.365,57,1075.0
2026-06-17,62125,2026-08-13,put,5,0.3666,57,1115.0
2026-06-17,62250,2026-08-13,put,5,0.3627,57,1115.0
2026-06-17,62375,2026-08-13,put,5,0.3642,57,1155.0
2026-06-17,62500,2026-08-13,put,1118,0.3609,57,1160.0
2026-06-17,62625,2026-08-13,put,2,0.3583,57,1170.0
2026-06-17,62750,2026-08-13,put,310,0.3622,57,1230.0
2026-06-17,62875,2026-08-13,put,5,0.3607,57,1250.0
2026-06-17,63000,2026-08-13,put,1328,0.3574,57,1255.0
2026-06-17,63500,2026-08-13,put,630,0.3519,57,1340.0
2026-06-17,64000,2026-08-13,put,1303,0.348,57,1445.0
2026-06-17,64500,2026-08-13,put,3,0.3445,57,1560.0
2026-06-17,65000,2026-08-13,put,532,0.3428,57,1700.0
2026-06-17,65500,2026-08-13,put,716,0.3402,57,1840.0
2026-06-17,66000,2026-08-13,put,2,0.3362,57,1975.0
2026-06-17,66500,2026-08-13,put,105,0.3303,57,2100.0
2026-06-17,66750,2026-08-13,put,12,0.3323,57,2215.0
2026-06-17,67000,2026-08-13,put,721,0.3271,57,2260.0
2026-06-17,67250,2026-08-13,put,5,0.3251,57,2340.0
2026-06-17,67500,2026-08-13,put,25,0.3215,57,2405.0
2026-06-17,67750,2026-08-13,put,11,0.3248,57,2545.0
2026-06-17,68000,2026-08-13,put,1,0.3212,57,2615.0
2026-06-17,68500,2026-08-13,put,25,0.3216,57,2845.0
2026-06-17,69000,2026-08-13,put,800,0.3164,57,3025.0
2026-06-17,69500,2026-08-13,put,22,0.314,57,3245.0
2026-06-17,70000,2026-08-13,put,56,0.3168,57,3535.0
2026-06-17,71000,2026-08-13,put,1,0.314,57,4055.0
2026-06-17,74000,2026-08-13,put,24420000,0.3122,57,5950.0
2026-06-17,20000,2026-09-10,put,806,0.9154,85,11.0
2026-06-17,22000,2026-09-10,put,3,0.885,85,17.0
2026-06-17,23000,2026-09-10,put,3,0.8668,85,20.0
2026-06-17,24000,2026-09-10,put,5,0.8475,85,23.0
2026-06-17,26000,2026-09-10,put,117,0.8134,85,31.0
2026-06-17,27000,2026-09-10,put,1,0.8002,85,37.0
2026-06-17,28000,2026-09-10,put,16,0.7762,85,39.0
2026-06-17,28750,2026-09-10,put,65,0.7597,85,41.0
2026-06-17,29000,2026-09-10,put,19,0.755,85,42.0
2026-06-17,30000,2026-09-10,put,3493,0.7319,85,44.0
2026-06-17,30500,2026-09-10,put,86,0.7185,85,44.0
2026-06-17,32000,2026-09-10,put,2,0.6907,85,50.0
2026-06-17,33000,2026-09-10,put,130,0.6768,85,57.0
2026-06-17,34000,2026-09-10,put,12,0.6634,85,65.0
2026-06-17,34750,2026-09-10,put,69,0.6527,85,71.0
2026-06-17,35000,2026-09-10,put,1067,0.6503,85,74.0
2026-06-17,35750,2026-09-10,put,50,0.639,85,80.0
2026-06-17,36000,2026-09-10,put,12,0.6351,85,82.0
2026-06-17,36750,2026-09-10,put,60,0.6255,85,90.0
2026-06-17,37000,2026-09-10,put,501,0.6215,85,92.0
2026-06-17,37500,2026-09-10,put,2,0.6153,85,98.0
2026-06-17,37750,2026-09-10,put,1,0.6121,85,101.0
